,Unnamed: 0,名字,投票人数,类型,产地,上映时间,时长,年代,评分,首映地点
34707,34707,种树的牧羊人,3161.0,动画,加拿大,1987-06-11 00:00:00,30,1987,9.1,美国
34708,34708,种下星星的日子 星をかった,837.0,动画,日本,2006-01-03 00:00:00,16,2006,8.8,美国
34709,34709,种族情深,759.0,剧情,美国,1994-05-13 00:00:00,115,1994,8.6,美国
34710,34710,仲夏夜魔法,3509.0,动画,美国,2015-01-23 00:00:00,99,2015,7.4,美国
34711,34711,仲夏夜性喜剧,720.0,喜剧,美国,1982-07-16 00:00:00,88,1982,7.1,美国
34712,34712,仲夏夜之梦,1567.0,喜剧,意大利,1999-04-26 00:00:00,116,1999,7.2,美国
34713,34713,仲夏夜之梦 S,298.0,喜剧,其他,1959-09-25 00:00:00,76,1959,7.9,美国
34714,34714,仲夏之恋,421.0,剧情,英国,1988-08-11 00:00:00,95,1988,8.0,美国
34715,34715,众目睽睽,126.0,纪录片,美国,2009-01-19/2010-09-03,90,2009,7.4,挪威
34716,34716,众人之妻,153.0,剧情,意大利,1934-08-13 00:00:00,97,1934,7.9,美国
34717,34717,众神与将军,1118.0,剧情,美国,2003-02-21 00:00:00,219,2003,8.0,美国
34718,34718,众神与野兽,1278.0,剧情,英国,1998-11-04 00:00:00,105,1998,8.0,美国
34719,34719,众生,139.0,纪录片,中国,2009-09-01 00:00:00,97,2009,7.5,美国
34720,34720,重案组,4787.0,剧情,中国,1993-06-24 00:00:00,107,1993,6.8,美国
34721,34721,重创,1134.0,剧情,美国,2013-10-11 00:00:00,95,2013,6.2,韩国
34722,34722,重返1,37.0,喜剧,法国,2015-02-18 00:00:00,98,2015,6.7,法国
34723,34723,安娜与武林,17775.0,喜剧,中国,2003-12-24 00:00:00,96,2003,5.1,香港
34724,34724,重返俾斯麦战舰,145.0,纪录片,美国,2002-12-08 00:00:00,95,2002,8.3,美国
34725,34725,重返大海,4038.0,动画,中国,2012-12-30 00:00:00,97,2012,5.2,中国
34726,34726,变身男女,17344.0,剧情,中国,2012-01-26 00:00:00,118,2012,5.1,中国
34727,34727,重返巅峰,33.0,纪录片,中国,2012-07-10 00:00:00,47,2012,8.5,美国
34728,34728,重返猛鬼屋,915.0,惊悚,美国,2007-10-03 00:00:00,79,2007,5.7,美国
34729,34729,重返秘密花园,132.0,家庭,美国,2001-09-02 00:00:00,100,2001,7.0,美国
34730,34730,重返荣耀,2690.0,剧情,美国,2000-11-03 00:00:00,126,2000,7.5,美国
34731,34731,大内密探灵灵狗,101404.0,喜剧,中国,2009-07-30 00:00:00,98,2009,5.1,中国
34732,34732,重返时间之旅,94.0,科幻,美国,2015-10-20 00:00:00,95,2015,6.7,美国
34733,34733,重返中世纪,4111.0,动作,美国,2003-11-19 00:00:00,116,2003,6.4,美国
34734,34734,重回蓝色珊瑚礁,283.0,爱情,美国,1991-08-02 00:00:00,98,1991,6.7,美国
34735,34735,重回诺曼底,36.0,纪录片,法国,2007-10-03 00:00:00,113,2007,7.3,法国
34736,34736,重回万圣镇,220.0,喜剧,美国,2006-10-20 00:00:00,88,2006,5.2,美国
34737,34737,重回血腥死亡营,81.0,喜剧,美国,2008-11-04 00:00:00,86,2008,5.2,美国
34738,34738,重见天日,7041.0,剧情,美国,2006-09-09 00:00:00,126,2006,7.5,美国
34739,34739,重建,127.0,剧情,其他,1968-05-21 00:00:00,100,1968,8.1,美国
34740,34740,重金属,124.0,动作,中国,1994-03-11 00:00:00,85,1994,5.8,美国
34741,34741,重金属,136.0,动作,加拿大,2000-04-19 00:00:00,88,2000,6.1,美国
34742,34742,重金属之旅,1515.0,纪录片,加拿大,2005-09-14 00:00:00,96,2005,9.0,美国
34743,34743,重金摇滚双面人 デトロイト・メタル・,7997.0,剧情,日本,2008-08-23 00:00:00,104,2008,7.2,日本
34744,34744,重口味,3516.0,喜剧,中国,2013-08-29 00:00:00,92,2013,5.0,香港
34745,34745,重来,972.0,剧情,法国,2009-06-24 00:00:00,92,2009,5.6,中国
34746,34746,重力错乱,62.0,纪录片,英国,2008-01-29 00:00:00,44,2008,8.1,英国
34747,34747,分手大师,155129.0,喜剧,中国,2014-06-27 00:00:00,116,2014,5.1,中国
34748,34748,重庆,351.0,剧情,韩国,2008-11-06 00:00:00,98,2008,5.3,韩国
34749,34749,重庆爱情感觉 重慶愛情感,526.0,喜剧,中国,1996-06-18 00:00:00,88,1996,6.5,美国
34750,34750,重庆美女,2133.0,剧情,中国,2009-10-01 00:00:00,90,2009,3.5,美国
34751,34751,极速天使,20633.0,剧情,中国,2011-12-27 00:00:00,117,2011,5.1,中国
34752,34752,重庆谈判,488.0,剧情,中国,1993-06-15 00:00:00,152,1993,6.4,美国
34753,34753,重生,981.0,恐怖,中国,2014-03-27 00:00:00,86,2014,5.7,美国
34754,34754,重生,2166.0,剧情,美国,2004-11-03 00:00:00,100,2004,6.6,美国
34755,34755,重生,58.0,剧情,英国,1997-11-21 00:00:00,114,1997,8.4,美国
34756,34756,重生爱人,1577.0,爱情,中国,2015-05-15 00:00:00,89,2015,4.5,中国
34757,34757,重生记,703.0,惊悚,美国,2006-01-06 00:00:00,55,2006,6.7,美国
34758,34758,进击的巨人真人版：前篇 進撃の巨,23396.0,动作,日本,2015-08-01 00:00:00,98,2015,5.1,日本
34759,34759,重拾人生,895.0,喜剧,其他,2014-10-02 00:00:00,134,2014,6.3,土耳其
34760,34760,重新发现冥王星,136.0,纪录片,美国,2008-03-20 00:00:00,60,2008,8.0,美国
34761,34761,重新开始,59.0,剧情,西班牙,1982-03-01 00:00:00,87,1982,7.6,美国
34762,34762,重要人物,997.0,惊悚,英国,2010-11-07 00:00:00,102,2010,5.0,美国
34763,34763,重载武器,576.0,喜剧,美国,1993-02-05 00:00:00,84,1993,7.2,美国
34764,34764,重振球风,3653.0,剧情,美国,2006-09-15 00:00:00,125,2006,7.8,美国
34765,34765,重振雄风,175.0,剧情,美国,2008-03-04 00:00:00,96,2008,5.6,美国
34766,34766,重振雄风,145.0,剧情,美国,1988-08-26 00:00:00,98,1988,7.2,美国
34767,34767,重整旗鼓,1525.0,剧情,美国,2007-08-24 00:00:00,112,2007,7.4,美国
34768,34768,重装捍将,249.0,剧情,加拿大,1996-07-04 00:00:00,88,1996,6.3,美国
34769,34769,重装警察,677.0,动作,中国,2001-02-22 00:00:00,94,2001,6.5,美国
34770,34770,重奏,1228.0,剧情,其他,2006-07-03 00:00:00,105,2006,7.9,捷克卡罗维发利电影节
34771,34771,重奏,30.0,剧情,韩国,2012-04-19 00:00:00,96,2012,8.1,韩国
34772,34772,周恩来,2218.0,剧情,中国,1992-01-19 00:00:00,164,1992,8.1,美国
34773,34773,周恩来的四个昼夜,2877.0,剧情,中国,2013-07-16 00:00:00,103,2013,4.9,中国
34774,34774,周恩来外交风云,1255.0,纪录片,中国,1997-06-19 00:00:00,92,1997,8.5,美国
34775,34775,周六夜现场,679.0,喜剧,美国,2011-09-24 00:00:00,90,2011,7.9,美国
34776,34776,周六夜现场,148.0,喜剧,美国,2008-02-23 00:00:00,90,2008,8.6,美国
34777,34777,周六夜现场,108.0,喜剧,美国,2004-10-02 00:00:00,90,2004,7.9,美国
34778,34778,周六夜现场,115.0,喜剧,美国,2015-10-10 00:00:00,54,2015,7.3,美国
34779,34779,周六夜现场,567.0,喜剧,美国,2013-05-18 00:00:00,65,2013,9.1,美国
34780,34780,周六夜现场,274.0,喜剧,美国,2011-01-15 00:00:00,65,2011,6.6,美国
34781,34781,周六夜现场,1071.0,舞台艺术,美国,2009-12-25 00:00:00,66,2009,8.5,美国
34782,34782,周六夜现场,1098.0,喜剧,美国,2010-10-30 00:00:00,66,2010,7.6,美国
34783,34783,周六夜现场,308.0,喜剧,美国,2009-05-09 00:00:00,90,2009,9.2,美国
34784,34784,周六夜现场,139.0,喜剧,美国,2015-04-12 00:00:00,65,2015,5.9,美国
34785,34785,周六夜现场,285.0,喜剧,美国,2013-05-04 00:00:00,65,2013,7.7,美国
34786,34786,周六夜现场,554.0,喜剧,美国,2012-02-11 00:00:00,65,2012,7.0,美国
34787,34787,周六夜现场：40周年特别,736.0,舞台艺术,美国,2015-02-15 00:00:00,180,2015,9.0,美国
34788,34788,周末,94.0,剧情,德国,2012-04-11 00:00:00,97,2012,6.2,美国
34789,34789,周末,182.0,爱情,英国,2007-06-29 00:00:00,15,2007,7.0,美国
34790,34790,周末,1202.0,剧情,法国,1967-12-29 00:00:00,105,1967,8.0,美国
34791,34791,周末大行动,44.0,剧情,美国,1983-05-03 00:00:00,103,1983,6.3,美国
34792,34792,周末狂欢,154.0,剧情,其他,1999-06-04 00:00:00,99,1999,7.6,美国
34793,34793,周末狂欢,341.0,剧情,英国,2011-07-15 00:00:00,90,2011,6.5,美国
34794,34794,周末狂热,262.0,悬疑,中国,1999-12-23 00:00:00,91,1999,6.0,美国
34795,34795,周末情人,2097.0,剧情,中国,1995-06-17 00:00:00,98,1995,6.8,美国
34796,34796,恋爱前规则,27547.0,剧情,中国,2009-11-03 00:00:00,90,2009,5.1,美国
34797,34797,满城尽带黄金甲,91851.0,剧情,中国,2006-12-14 00:00:00,114,2006,5.1,中国
34798,34798,周末夜狂热,2249.0,剧情,美国,1977-01-01 00:00:00,118,1977,7.8,美国
34799,34799,周末夜之猫,151.0,喜剧,美国,1950-01-14 00:00:00,7,1950,8.8,美国
34800,34800,周日午餐,228.0,动画,法国,2015-05-23 00:00:00,13,2015,8.2,戛纳电影节
34801,34801,周围的事 ぐるりのこと,5090.0,剧情,日本,2008-06-07 00:00:00,140,2008,8.4,美国
34802,34802,前任2：备胎反击,33400.0,喜剧,中国,2015-11-06 00:00:00,114,2015,5.1,中国
34803,34803,咒.死.灵 本当にあった怖い話,33.0,恐怖,日本,1992-06-14 00:00:00,65,1992,6.6,美国
34804,34804,咒·丝,1725.0,惊悚,中国,2013-07-05 00:00:00,90,2013,4.8,中国
34805,34805,咒乐园 咒樂,4061.0,剧情,中国,2003-10-23 00:00:00,91,2003,5.6,香港
34806,34806,咒怨 录像带版 呪怨 ビデオオリジ,6727.0,悬疑,日本,2000-03-18 00:00:00,70,2000,7.7,美国
34807,34807,神奇侠侣,35257.0,喜剧,中国,2011-02-03 00:00:00,100,2011,5.1,中国
34808,34808,咒怨(美,6483.0,悬疑,美国,2004-10-22 00:00:00,92,2004,6.2,美国
34809,34809,小时代2：青木时,122774.0,剧情,中国,2013-08-08 00:00:00,116,2013,5.1,中国
34810,34810,咒怨：黑少女 呪怨 黒い,7626.0,恐怖,日本,2009-06-27 00:00:00,60,2009,5.2,美国
34811,34811,咒怨：完结篇 呪怨 ザ・ファ,1694.0,悬疑,日本,2015-06-20 00:00:00,90,2015,4.6,日本
34812,34812,咒怨：终结的开始 呪怨 終わりの始,4081.0,恐怖,日本,2014-06-28 00:00:00,91,2014,5.5,日本
34813,34813,咒怨2 录像带版 呪怨2 ビデオオ,2256.0,恐怖,日本,2000-04-14 00:00:00,76,2000,7.5,美国
34814,34814,一路惊喜,22861.0,喜剧,中国,2015-02-06 00:00:00,120,2015,5.1,中国
34815,34815,咒怨2(,7724.0,悬疑,美国,2006-10-12 00:00:00,102,2006,6.3,美国
34816,34816,咒怨3(,3115.0,恐怖,美国,2009-05-12 00:00:00,90,2009,5.4,美国
34817,34817,宙斯的闪电,25.0,短片,法国,1903-11-07 00:00:00,3,1903,6.5,美国
34818,34818,一念天堂,26397.0,喜剧,中国,2015-12-31 00:00:00,102,2015,5.1,中国
34819,34819,一生一世,62771.0,爱情,中国,2014-09-05 00:00:00,106,2014,5.1,中国
34820,34820,皱纹,2714.0,剧情,西班牙,2011-01-27 00:00:00,89,2011,8.5,西班牙
34821,34821,骤雨,188.0,剧情,美国,2011-09-23 00:00:00,94,2011,7.9,加拿大埃德蒙顿电影节
34822,34822,骤雨 驟,102.0,剧情,日本,1956-01-14 00:00:00,91,1956,8.2,日本
34823,34823,朱唇劫,177.0,剧情,美国,1976-04-02 00:00:00,89,1976,7.0,美国
34824,34824,朱迪之夏,187.0,喜剧,美国,2011-06-10 00:00:00,91,2011,5.9,美国
34825,34825,朱古丽叶 チョコリエッ,230.0,剧情,日本,2014-01-17 00:00:00,158,2014,5.9,日本
34826,34826,朱花之月 朱花の,160.0,剧情,日本,2011-09-03 00:00:00,91,2011,6.4,美国
34827,34827,朱丽小姐,429.0,剧情,瑞典,1951-06-28 00:00:00,90,1951,7.8,美国
34828,34828,珠光宝气,11191.0,剧情,美国,2013-05-16 00:00:00,90,2013,5.1,戛纳电影节
34829,34829,朱丽叶与魔鬼,971.0,剧情,意大利,1965-11-04 00:00:00,137,1965,7.8,意大利
34830,34830,朱利安,47.0,短片,英国,2012-04-29 00:00:00,10,2012,6.5,葡萄牙
34831,34831,朱莉娅,284.0,剧情,法国,2008-03-12 00:00:00,144,2008,7.7,美国
34832,34832,朱莉娅晚上不约会,239.0,剧情,意大利,2009-02-27 00:00:00,107,2009,7.0,美国
34833,34833,盗马记 盜馬,13487.0,喜剧,中国,2014-03-21 00:00:00,105,2014,5.0,中国
34834,34834,朱门孽种,191.0,剧情,美国,1959-04-01 00:00:00,103,1959,7.4,美国
34835,34835,朱门巧妇,2209.0,剧情,美国,1958-09-20 00:00:00,108,1958,8.3,美国
34836,34836,朱门怨 朱門,59.0,剧情,中国,1974-07-19 00:00:00,98,1974,6.6,香港
34837,34837,寻找周杰伦 尋找周杰,14803.0,爱情,中国,2003-11-13 00:00:00,100,2003,5.0,香港
34838,34838,朱诺和孔雀,103.0,剧情,英国,1929-12-30 00:00:00,85,1929,5.8,英国
34839,34839,制服,11682.0,犯罪,中国,2013-10-29 00:00:00,91,2013,5.0,中国
34840,34840,火星没事,16763.0,喜剧,中国,2009-11-20 00:00:00,60,2009,5.0,美国
34841,34841,3D肉蒲团之极乐宝鉴 3D肉蒲團,38654.0,情色,中国,2011-04-14 00:00:00,129,2011,5.0,香港
34842,34842,侏罗纪进攻,356.0,科幻,美国,2013-05-11 00:00:00,83,2013,2.6,美国
34843,34843,侏罗纪狂鲨,81.0,动作,美国,2012-07-04 00:00:00,75,2012,2.5,美国
34844,34844,八星抱喜,20088.0,喜剧,中国,2012-01-20 00:00:00,117,2012,5.0,中国
34845,34845,侏儒流氓,701.0,剧情,德国,1970-02-02 00:00:00,96,1970,8.0,美国
34846,34846,茱莉亚,738.0,剧情,美国,1977-10-02 00:00:00,117,1977,8.1,美国
34847,34847,第七子：降魔之战,20622.0,奇幻,英国,2014-01-16 00:00:00,103,2014,5.0,中国
34848,34848,珠峰史诗,176.0,纪录片,英国,1924-04-07 00:00:00,87,1924,9.2,美国
34849,34849,饭局也疯狂,26752.0,剧情,中国,2012-01-23 00:00:00,100,2012,5.0,中国
34850,34850,珠光宝气 珠光寶,1374.0,喜剧,中国,1994-11-26 00:00:00,97,1994,6.4,美国
34851,34851,珠穆朗玛峰,714.0,纪录片,美国,1998-03-06 00:00:00,44,1998,8.5,美国
34852,34852,诸神的欲望 神々の深き欲,854.0,剧情,日本,1968-11-22 00:00:00,172,1968,8.1,美国
34853,34853,诸神混乱之女神陷阱,3397.0,剧情,法国,2004-12-03 00:00:00,103,2004,5.9,美国
34854,34854,诸神之锤,837.0,动作,英国,2013-05-30 00:00:00,95,2013,4.3,英国
34855,34855,奋斗,23409.0,剧情,中国,2011-04-02 00:00:00,95,2011,5.0,中国
34856,34856,京城8,56465.0,剧情,中国,2014-07-18 00:00:00,90,2014,5.0,中国
34857,34857,猪八戒吃西瓜,4847.0,动画,中国,1958-05-11 00:00:00,20,1958,7.6,美国
34858,34858,临时同居 失戀急,24744.0,喜剧,中国,2014-08-21 00:00:00,100,2014,5.0,中国/香港
34859,34859,猪标一族 豬標一,241.0,喜剧,中国,1990-06-12 00:00:00,94,1990,6.2,美国
34860,34860,猪堕井的那天,1382.0,剧情,韩国,1996-05-04 00:00:00,115,1996,7.4,韩国
34861,34861,猪鹿蝶 不良姐御伝 猪の鹿,665.0,动作,日本,1973-02-17 00:00:00,88,1973,6.7,美国
34862,34862,猪年,163.0,纪录片,美国,1968-10-25 00:00:00,101,1968,8.1,美国
34863,34863,猪圈,320.0,剧情,法国,1969-08-31 00:00:00,99,1969,7.5,美国
34864,34864,猪头，我的车咧？,1058.0,喜剧,美国,2000-12-10 00:00:00,83,2000,6.2,美国
34865,34865,麦田,16532.0,剧情,中国,2009-09-28 00:00:00,108,2009,5.0,美国
34866,34866,猪头逛大街,6845.0,喜剧,美国,2008-04-25 00:00:00,107,2008,7.1,美国
34867,34867,猪头逛大街,4578.0,喜剧,美国,2011-11-04 00:00:00,90,2011,6.5,美国
34868,34868,猪一样的女子,316.0,喜剧,韩国,2015-09-10 00:00:00,103,2015,5.0,韩国
34869,34869,猪与军舰 豚と軍,938.0,剧情,日本,1961-01-21 00:00:00,108,1961,8.0,美国
34870,34870,猪与珠,189.0,剧情,瑞典,1981-09-18 00:00:00,96,1981,7.1,美国
34871,34871,猪猪侠之囧囧危机,373.0,动画,中国,2012-06-28 00:00:00,83,2012,5.1,中国
34872,34872,猪猪侠之勇闯巨人岛,1615.0,喜剧,中国,2014-05-31 00:00:00,88,2014,3.8,中国
34873,34873,猪猪侠之终极决战,1134.0,喜剧,中国,2015-07-10 00:00:00,90,2015,3.9,中国
34874,34874,蛛丝马迹,2246.0,悬疑,德国,2001-04-02 00:00:00,104,2001,6.7,美国
34875,34875,竹夫人,240.0,剧情,中国,1991-06-13 00:00:00,106,1991,5.7,美国
34876,34876,竹取物语 竹取物,395.0,剧情,日本,1987-09-26 00:00:00,121,1987,7.5,日本
34877,34877,竹山孤旅 竹山ひとり,103.0,剧情,日本,1977-03-17 00:00:00,119,1977,7.4,美国
34878,34878,竹屋,89.0,剧情,美国,1955-07-01 00:00:00,102,1955,6.5,美国
34879,34879,逐爱天堂,2079.0,剧情,法国,2007-03-14 00:00:00,134,2007,6.7,美国
34880,34880,逐冰之旅,1855.0,纪录片,美国,2012-01-23 00:00:00,75,2012,8.8,圣丹斯影展
34881,34881,逐梦郁金香,304.0,剧情,意大利,2000-02-29 00:00:00,114,2000,7.7,美国
34882,34882,烛台背后,4959.0,剧情,美国,2013-05-21 00:00:00,118,2013,6.8,戛纳电影节
34883,34883,主顾,2167.0,剧情,法国,2008-10-01 00:00:00,104,2008,7.4,美国
34884,34884,主题 Тем,41.0,剧情,俄罗斯,1979-04-17 00:00:00,99,1979,8.0,美国
34885,34885,主席,140.0,剧情,英国,1969-06-25 00:00:00,98,1969,4.8,美国
34886,34886,主席的话,56.0,短片,德国,1969-06-27 00:00:00,3,1969,6.7,美国
34887,34887,主要嫌疑犯1：致命代,205.0,剧情,其他,1991-04-07 00:00:00,200,1991,8.6,美国
34888,34888,主要嫌疑犯2：纳丁行,85.0,剧情,其他,1992-12-15 00:00:00,200,1992,8.1,美国
34889,34889,主要嫌疑犯4：失踪儿,47.0,剧情,其他,1995-04-30 00:00:00,102,1995,8.1,美国
34890,34890,主要嫌疑犯5：判断失,33.0,剧情,其他,1996-10-20 00:00:00,200,1996,8.0,美国
34891,34891,主要嫌疑犯6：唯一证,45.0,剧情,其他,2003-11-09 00:00:00,195,2003,9.1,美国
34892,34892,主要嫌疑犯7：最后一,57.0,剧情,英国,2006-10-15 00:00:00,186,2006,8.6,英国
34893,34893,助产士,327.0,剧情,其他,2015-06-13 00:00:00,118,2015,6.4,上海电影节
34894,34894,住货车的女士,2341.0,剧情,英国,2015-11-13 00:00:00,104,2015,7.6,英国
34895,34895,住院的病人,463.0,悬疑,英国,1985-09-15 00:00:00,52,1985,9.2,美国
34896,34896,住在车里的女人,101.0,剧情,法国,2011-01-11 00:00:00,69,2011,6.8,美国
34897,34897,住在家里的杰夫,3124.0,喜剧,美国,2011-03-16 00:00:00,83,2011,6.7,美国
34898,34898,注文津,1110.0,剧情,韩国,2010-01-21 00:00:00,96,2010,5.9,韩国
34899,34899,驻伯尔尼大使,80.0,犯罪,其他,2014-02-25 00:00:00,75,2014,6.2,Hungary
34900,34900,祝福,2015.0,剧情,中国,1956-05-09 00:00:00,100,1956,7.6,美国
34901,34901,祝福,471.0,剧情,法国,2002-10-09 00:00:00,125,2002,7.6,美国
34902,34902,祝祭,53.0,剧情,韩国,1996-06-06 00:00:00,107,1996,7.7,韩国
34903,34903,祝我生日快乐,96.0,悬疑,加拿大,1981-05-15 00:00:00,110,1981,6.2,美国
34904,34904,祝之岛 祝の,38.0,纪录片,日本,2010-06-19 00:00:00,105,2010,8.6,日本
34905,34905,著魔的丽莎,43.0,爱情,意大利,1974-11-25 00:00:00,92,1974,7.0,美国
34906,34906,铸铁 Чугу,35.0,纪录片,俄罗斯,1964-05-17 00:00:00,20,1964,6.8,美国
34907,34907,筑巢人 築巢,132.0,纪录片,中国,2012-10-22 00:00:00,53,2012,7.7,美国
34908,34908,筑地鱼河岸三代目 築地魚河岸三代,175.0,喜剧,日本,2008-06-07 00:00:00,116,2008,6.6,美国
34909,34909,筑梦者之李开复 向死而生真情实录,72.0,纪录片,中国,2015-06-27 00:00:00,23,2015,7.8,美国
34910,34910,人体蜈蚣,22958.0,恐怖,荷兰,2009-08-30 00:00:00,92,2009,5.0,伦敦奥斯汀奇幻电影节
34911,34911,抓住外国佬,7550.0,剧情,美国,2012-05-01 00:00:00,95,2012,7.4,美国
34912,34912,抓壮丁,705.0,剧情,中国,1963-12-01 00:00:00,96,1963,8.6,美国
34913,34913,砖匠,99.0,短片,波兰,1973-05-26 00:00:00,18,1973,7.3,美国
34914,34914,專釣大鱷 专钓大,185.0,喜剧,中国,1989-10-05 00:00:00,104,1989,6.2,香港
34915,34915,转动的桌子,90.0,动画,法国,1988-12-21 00:00:00,80,1988,8.3,美国
34916,34916,转轮手枪,8419.0,剧情,法国,2005-09-22 00:00:00,115,2005,7.1,美国
34917,34917,伤心童话,15865.0,喜剧,中国,2012-09-14 00:00:00,92,2012,5.0,中国
34918,34918,转世,31.0,剧情,泰国,2010-07-02 00:00:00,73,2010,4.0,美国
34919,34919,转弯,59.0,悬疑,澳大利亚,2011-07-25 00:00:00,86,2011,6.0,墨尔本国际电影节
34920,34920,转校生 転校,220.0,喜剧,日本,1982-04-17 00:00:00,112,1982,7.7,美国
34921,34921,转校生：再见亲爱的 転校生 -さよなら,1296.0,剧情,日本,2007-06-23 00:00:00,120,2007,7.3,日本
34922,34922,四大名捕,64041.0,动作,中国,2012-07-12 00:00:00,118,2012,5.0,中国/香港
34923,34923,庄稼之岛,471.0,剧情,其他,2014-07-09 00:00:00,100,2014,7.4,卡罗维发利电影节
34924,34924,装甲骑兵：欧文案件 装甲騎兵ボトム,46.0,科幻,日本,2010-11-06 00:00:00,50,2010,6.4,美国
34925,34925,装甲骑兵：佩尔森档案　剧场版 装甲騎兵ボトムズ ペールゼン・ファイルズ,92.0,动画,日本,2009-01-17 00:00:00,118,2009,8.6,日本
34926,34926,装饰艺术典范,135.0,纪录片,英国,2009-07-01 00:00:00,228,2009,7.2,美国
34927,34927,壮志凌云,51.0,剧情,中国,1936-04-19 00:00:00,94,1936,7.5,美国
34928,34928,铜雀台,38383.0,剧情,中国,2012-09-26 00:00:00,107,2012,5.0,中国
34929,34929,撞板风流 撞板風,938.0,喜剧,中国,1994-10-06 00:00:00,100,1994,7.3,美国
34930,34930,五十度灰,74672.0,剧情,美国,2015-02-09 00:00:00,125,2015,5.0,洛杉矶首映
34931,34931,撞到正,265.0,喜剧,中国,1980-05-22 00:00:00,97,1980,7.0,美国
34932,34932,撞鬼,156.0,喜剧,其他,2011-07-28（新加坡）,94,2011,4.7,美国
34933,34933,撞鬼你之血光之灾,34.0,喜剧,中国,2000-07-26 00:00:00,90,2000,4.5,美国
34934,34934,撞机,78.0,剧情,美国,2012-12-17日,89,2012,3.4,美国
34935,34935,撞邪先生,629.0,喜剧,中国,1988-06-09 00:00:00,92,1988,6.1,美国
34936,34936,追|,248.0,剧情,美国,2013-01-23 00:00:00,15,2013,6.1,美国
34937,34937,有一个地方只有我们知道,94960.0,爱情,中国,2015-02-10 00:00:00,109,2015,5.0,中国
34938,34938,追爱计中计,42.0,剧情,中国,2013-10-18 00:00:00,101,2013,2.8,中国
34939,34939,追爱在巴黎,176.0,喜剧,美国,2014-01-22 00:00:00,95,2014,4.9,美国
34940,34940,追爱自由行,4017.0,剧情,美国,2008-05-15 00:00:00,94,2008,6.4,美国
34941,34941,追捕,49.0,动作,美国,2012-02-24 00:00:00,13,2012,5.5,美国
34942,34942,超级经纪人 超級經理,10223.0,喜剧,中国,2013-09-06 00:00:00,99,2013,4.9,中国
34943,34943,追捕弗雷德曼家族,487.0,悬疑,美国,2003-01-17 00:00:00,107,2003,8.6,美国
34944,34944,追悼暗语 追悼のざわめ,105.0,剧情,日本,1988-05-28 00:00:00,150,1988,8.4,美国
34945,34945,追访有情人,382.0,剧情,韩国,2000-04-01 00:00:00,107,2000,7.2,美国
34946,34946,追风战警,308.0,剧情,德国,2002-06-29 00:00:00,103,2002,5.5,美国
34947,34947,同谋 同,14073.0,剧情,中国,2013-04-27 00:00:00,102,2013,4.9,中国
34948,34948,追魂镖 追魂,105.0,武侠,中国,1968-05-09 00:00:00,87,1968,5.7,美国
34949,34949,追击 追,37.0,剧情,中国,1971-10-07 00:00:00,82,1971,6.1,美国
34950,34950,追击8,1797.0,喜剧,中国,2004-08-19 00:00:00,114,2004,6.3,美国
34951,34951,追击巨怪,1454.0,剧情,其他,2010-10-29 00:00:00,90,2010,6.0,挪威
34952,34952,追击神鹰一号,85.0,动作,美国,2006-01-17 00:00:00,88,2006,4.7,美国
34953,34953,追击神鹰一号：绝命追踪,28.0,动作,美国,2006-06-27 00:00:00,86,2006,3.8,美国
34954,34954,我的美女老板,18970.0,剧情,中国,2010-07-30 00:00:00,60,2010,4.9,中国
34955,34955,追猎本拉登,82.0,纪录片,英国,2011-09-07 00:00:00,75,2011,7.7,美国
34956,34956,关云长,63935.0,剧情,中国,2011-04-26 00:00:00,110,2011,4.9,中国
34957,34957,追梦的人,47.0,家庭,加拿大,1990-05-12 00:00:00,83,1990,9.3,加拿大
34958,34958,追梦小海豚,190.0,动画,德国,2009-08-13 00:00:00,88,2009,6.0,美国
34959,34959,追梦者,343.0,剧情,其他,1991-08-14 00:00:00,118,1991,8.5,美国
34960,34960,追命枪,50.0,剧情,中国,1971-05-24/1971-12-08,96,1971,7.3,香港
34961,34961,追男仔,5208.0,喜剧,中国,1993-08-12 00:00:00,97,1993,7.0,香港
34962,34962,追女仔95之,689.0,喜剧,中国,1995-06-24 00:00:00,99,1995,6.4,美国
34963,34963,追日,1108.0,剧情,中国,1991-06-14 00:00:00,91,1991,6.3,美国
34964,34964,肩上蝶,19406.0,剧情,中国,2011-07-08 00:00:00,122,2011,4.9,中国
34965,34965,追讨者,1730.0,喜剧,美国,1984-03-02 00:00:00,92,1984,6.9,美国
34966,34966,追凶,6977.0,悬疑,中国,2012-05-11 00:00:00,94,2012,4.3,中国
34967,34967,追凶,2905.0,剧情,美国,2005-01-29 00:00:00,110,2005,7.0,圣丹斯电影节
34968,34968,追凶二十年 追凶,888.0,惊悚,中国,1998-04-23 00:00:00,88,1998,6.9,美国
34969,34969,追寻,1433.0,动画,德国,1996-06-19 00:00:00,12,1996,7.8,美国
34970,34970,追忆似水年华 L,1316.0,剧情,法国,1999-05-19 00:00:00,158,1999,7.5,美国
34971,34971,追忆童年往事,180.0,剧情,法国,2001-09-19 00:00:00,92,2001,7.7,美国
34972,34972,追臆のダンス,30.0,纪录片,日本,2003-04-26 00:00:00,65,2003,8.0,美国
34973,34973,剑蝶,16829.0,动作,中国,2008-10-16 00:00:00,102,2008,4.9,美国
34974,34974,追鱼,499.0,戏曲,中国,1960-02-01 00:00:00,89,1960,8.5,美国
